,title,nb_videos,short_desc,url,mean_stars,five_stars,four_stars,three_stars,two_stars,one_star,editor,action,adventure,comedy,drama,fantasy,harem,historical,idols,isekai,magical_girls,mecha,music,mystery,post_apocalyptic,romance,sci_fi,seinen,shojo,shonen,slice_of_life,sports,supernatural,thriller
217,IDOLiSH7,45,C'est sous la bannière de la société Takanashi Productions que sept chanteurs aspirent à devenir le meilleur groupe de musique d'idoles masculin. Ils ne se connai…,https://www.crunchyroll.com/fr/idolish7,5.0,66,2,0,2,0,Bandai Visual,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,Idolls!,10,En route pour Hoi Hoi Hall ! C'est l'histoire d'un groupe de jeunes chanteuses passionnées qui ont dix jours pour se faire connaître et remplir une salle de conce…,https://www.crunchyroll.com/fr/idolls,4.0,2,1,2,0,0,Shin-Ei Doga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,"If It's for My Daughter, I'd Even Defeat a Demon Lord",12,"Bien qu'il soit encore jeune, Dale est un aventurier hautement qualifié qui s'est forgé une solide réputation. Un jour, tandis qu'il mène une nouvelle quête, il s…",https://www.crunchyroll.com/fr/if-its-for-my-daughter-id-even-defeat-a-demon-lord,4.0,106,30,11,7,21,Maho Film,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,Imagine un Cambrousard du Dernier Donjon dans la Ville de Départ !,12,"Le jeune Lloyd vit dans un village très très éloigné de la capitale. Il rêve de devenir soldat, mais est de son propre aveu ""le plus faible garçon du village"". De…",https://www.crunchyroll.com/fr/suppose-a-kid-from-the-last-dungeon-boonies-moved-to-a-starter-town,4.0,1,2,1,0,0,NBC Universal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,Imôto sae ireba ii,12,"La vie quotidienne d’un jeune écrivain, auteur de light novel, Itsuki Hashima. Il est entouré de sa gentille et ravissante petite sœur Chihiro, de la talentueuse …",https://www.crunchyroll.com/fr/a-sisters-all-you-need,4.5,95,35,5,4,10,Bandai Visual,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,In Another World With My Smartphone,36,"Après avoir été tué accidentellement par Dieu, Tôya Mochizuki se retrouve projeté dans un monde fantastique. De sa vie précédente, il n’a gardé que son corps et s…",https://www.crunchyroll.com/fr/in-another-world-with-my-smartphone,3.5,246,98,62,67,114,TV TOKYO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,In the Land of Leadale,19,"À cause d’un terrible accident, Keina Kagami a été placée sous assistance respiratoire. Son seul espace de liberté est le VRMMORPG Leadale. Un jour, l’appareil qu…",https://www.crunchyroll.com/fr/in-the-land-of-leadale,4.5,14,2,1,2,0,Kadokawa Pictures Inc.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,In/Spectre,12,"Dans son enfance, Kotoko a été enlevée par des esprits pour devenir la « déesse de la sagesse ». Ces créatures surnaturelles l'ont transformée en un intermédiaire…",https://www.crunchyroll.com/fr/inspectre,4.0,129,68,51,46,20,ADK,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
225,Inferno Cop,26,"Dans une ville rongée par le crime, le policier Inferno Cop brûle d'une envie de justice, quitte à être brutal. En ligne de mire, l'organisation Southern Cross do…",https://www.crunchyroll.com/fr/inferno-cop,4.5,40,7,5,3,2,CoMixWave Films,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
226,Infinite Dendrogram,13,"Le 15 juillet 2043, « Infinite Dendrogram », un jeu de type Full Dive VRMMO avec un système unique appelé « Embryo » sort sur le marché. Ce jeu a conquis le monde…",https://www.crunchyroll.com/fr/infinite-dendrogram,0.0,0,0,0,0,0,Showgate,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
227,Inugami-san to Nekoyama-san,12,"Yachiyo Inugami et Suzu Nekoyama sont deux amies aux personnalités peu communes. En effet, Inugami apprécie les chats, mais elle a un comportement semblable à cel…",https://www.crunchyroll.com/fr/inugami-san-to-nekoyama-san,4.0,16,9,4,1,1,Seven,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,Inô-Battle wa Nichijô-kei no Naka de,12,"Les membres d’un club de lecture ont tous reçu des superpouvoirs par le plus grand des hasards. Depuis, ils se tiennent prêts à défendre le genre humain contre de…",https://www.crunchyroll.com/fr/when-supernatural-battles-became-commonplace,4.0,49,24,16,1,6,TV TOKYO,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
229,Isekai Izakaya: Japanese Food From Another World,24,"Dans une rue déserte, quelque part à Kyôto, se trouve un bistrot japonais appelé Izakaya Nobu. Mais ce lieu a un secret : son entrée est reliée à un autre monde. …",https://www.crunchyroll.com/fr/isekai-izakaya-japanese-food-from-another-world,4.0,34,7,9,5,2,Bandai Namco Right Marketing,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,ISLAND,12,L'île d'Urashima est un petit coin de paradis situé très loin de la côte. Mais cet endroit de rêve renferme aussi des secrets. Habité depuis plusieurs générations…,https://www.crunchyroll.com/fr/island,3.5,30,12,15,8,13,Frontwing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
231,Isuca,10,"Shin’ichirô Asano est un lycéen sans-le-sou qui doit retrouver un petit boulot pour payer son loyer. Suite à une catastrophe dans son lycée, il fait la connaissan…",https://www.crunchyroll.com/fr/isuca,3.0,11,10,11,20,9,Kadokawa Pictures Inc.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
232,Itoshi no Muco,25,"Muco est un chien d’Akita, une célèbre race canine japonaise. Il vit aux côtés de son maître, Komatsu, souffleur de verre dans un petit atelier situé dans les mon…",https://www.crunchyroll.com/fr/lovely-muuuuuuuco,4.0,27,11,0,2,7,Kodansha Ltd.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,Iwakakeru -Sport Climbing Girls-,12,"L'escalade est un sport qui sollicite à la fois le corps et l'esprit pour grimper les murs. Jusqu'ici, Konomi Kasahara s'intéressait uniquement à des jeux de réfl…",https://www.crunchyroll.com/fr/iwakakeru-sport-climbing-girls-,4.5,29,5,4,2,3,ABC Asahi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Izetta: The Last Witch,12,"En 1939, l’empire de Germania a commencé à envahir les pays limitrophes. Depuis, toute l’Europe est entrée dans la spirale de la guerre. Un an plus tard, la Germa…",https://www.crunchyroll.com/fr/izetta-the-last-witch,4.0,50,34,23,8,6,Shochiku,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
235,I★CHU,12,"Tous les jeunes qui souhaitent devenir des idoles à part entière s'inscrivent à l'Étoile Vie School où les élèves sont appelés IChû. Dès leur arrivée, le proviseu…",https://www.crunchyroll.com/fr/ichu,4.5,3,4,1,0,0,TWIN ENGINE Inc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,Jeune dragon recherche appartement ou donjon,12,"Letty, un petit dragon trouillard, est banni par sa famille. Afin de survivre dans ce vaste monde peuplé de nombreuses créatures, il part en voyage pour trouver u…",https://www.crunchyroll.com/fr/dragon-goes-house-hunting,5.0,2,0,0,0,0,PONY CANYON INC.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,Jingai-san no Yome,12,"Tomari Hinowa, un élève tout à fait normal, est convoqué un jour par son professeur principal. Ce dernier lui annonce qu'il a été sélectionné pour devenir « l'épo…",https://www.crunchyroll.com/fr/jingai-san-no-yome,3.5,50,13,10,17,13,Kanon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
238,JK-Meshi!,26,"Reina Saeki, Ryôka Asahina et Ruriko Igarashi étudient dans un lycée où l’on apprend à cuisiner des plats simples, mais indispensables à maîtriser pour un repas d…",https://www.crunchyroll.com/fr/jk-meshi,2.5,3,3,4,1,11,Office Nobu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
239,JoJo's Bizarre Adventure,158,Kôichi Hirose est envoyé à Naples en Italie pour retrouver la trace de Haruno Shiobana. Il découvre qu'il vit sous le nom de Giorno Giovanna. Son ambition est de …,https://www.crunchyroll.com/fr/jojos-bizarre-adventure,5.0,1534,73,17,10,14,Warner Japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,Joker Game,24,"À l’aube de la Seconde Guerre mondiale, pendant l’automne 1937, le lieutenant-colonel Yûki de l’armée impériale met en place dans le plus grand secret l’Agence D,…",https://www.crunchyroll.com/fr/joker-game,4.5,43,23,7,2,0,Kadokawa Pictures Inc.,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
241,JORAN THE PRINCESS OF SNOW AND BLOOD,12,"En 1931, le shogun Yoshinobu Tokugawa a 94 ans et exerce toujours un contrôle absolu sur le Japon. Des vestiges de la culture de l'ère Meiji sont visibles dans la…",https://www.crunchyroll.com/fr/joran-the-princess-of-snow-and-blood,4.5,25,8,4,2,2,ntv,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,Joshi Kausei,12,"La vie au quotidien de trois charmantes jeunes filles qui vont au lycée : Momoko, belle et tête en l'air ; Shibumi, décontractée et sérieuse ; Mayumi, douce et in…",https://www.crunchyroll.com/fr/joshi-kausei,3.5,10,12,7,4,6,Seven,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,JUJUTSU KAISEN,48,"Souffrance, regrets, humiliations... les sentiments négatifs que ressentent les humains se transforment peu à peu en fléaux se cachant dans notre existence. Sévis…",https://www.crunchyroll.com/fr/jujutsu-kaisen,5.0,815,51,25,13,5,Toho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,Junji Itô Collection,14,"Une collection d’histoires courtes, toutes adaptées de célèbres mangas de Junji Itô, le maître de l’horreur japonais. Parmi celles-ci, Tomié, Spirale ou encore Le…",https://www.crunchyroll.com/fr/junji-ito-collection,3.5,27,20,15,5,9,Yomiuri Telecasting Corporation (YTV),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
245,Jûni Taisen – Zodiac War,12,"Tous les douze ans, un grand tournoi voit s’affronter les douze plus valeureux guerriers, chacun représenté par un signe de l’astrologie chinoise. L’enjeu est de …",https://www.crunchyroll.com/fr/juni-taisenzodiac-war,3.5,69,40,39,47,31,Avex,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
246,Kabaneri of the Iron Fortress,14,"Pendant la révolution industrielle, l'humanité fut menacée par l'émergence soudaine de monstres morts-vivants, les kabane. Ces créatures se sont multipliées et ne…",https://www.crunchyroll.com/fr/kabaneri-of-the-iron-fortress,4.0,40,17,6,2,5,Fuji Creative Corporation,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
247,KADO : The Right Answer,14,"Kôjirô Shindô travaille pour le ministère des Affaires étrangères. Tandis qu’il part en voyage d’affaires en avion, un mystérieux cube apparaît dans le ciel, abso…",https://www.crunchyroll.com/fr/kado-the-right-answer,4.0,49,20,17,16,7,Toei Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
248,KAGEWANI,26,"Pour devenir des célébrités du Net, Takeru et ses amis mettent en scène de faux reportages dans lequels ils chassent des monstres légendaires. Mais ces monstres s…",https://www.crunchyroll.com/fr/kagewani,4.5,9,10,0,0,0,"DIRECTIONS, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
249,KAGI-NADO,12,"""Le premier crossover des œuvres du studio Key. """"École privée Kaginado"""" Pendant plus de 20 ans, ces légendaires héros intrépides, qui ont fait couler plus d…",https://www.crunchyroll.com/fr/kagi-nado,5.0,2,0,0,0,0,"Bushiroad, Inc.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,KAGUYA-SAMA: LOVE IS WAR,12,"L’académie Shûchiin compte parmi ses rangs les élèves les plus brillants, sur lesquels tous les espoirs reposent. Un jour, au BDE, la vice-présidente Kaguya Shino…",https://www.crunchyroll.com/fr/kaguya-sama-love-is-war,5.0,348,27,9,5,6,Aniplex of America,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
251,Kaijû Girls,24,"L’humanité en a enfin terminé avec les kaijû, ces terribles monstres géants qui envahissaient la Terre. Tandis que la planète retrouve enfin la sérénité, de jeune…",https://www.crunchyroll.com/fr/kaiju-girls,4.5,5,2,1,0,0,Tsuburaya Productions,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
252,KanColle,12,"Une mystérieuse flotte navale a pris le contrôle des océans. Seules quelques filles, possédant l’esprit de guerre des grands navires d’antan, sont capables de con…",https://www.crunchyroll.com/fr/kancolle,4.0,37,15,11,5,5,Kadokawa Pictures Inc.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,Kanojo to Kanojo no Neko -Everything Flows-,4,"La vie au quotidien d’une étudiante à la recherche d’un petit boulot, à travers le regard de son chat. …",https://www.crunchyroll.com/fr/she-and-her-cat-everything-flows-,4.5,64,10,4,2,1,CoMixWave Films,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
254,KARAKAI JOZU NO TAKAGI-SAN,12,"Takagi aime bien son voisin de classe, le timide Nishikata. Jour après jour, elle n’arrête pas de se moquer de lui. Mais Nishikata a décidé de réagir : il se met …",https://www.crunchyroll.com/fr/karakai-jozu-no-takagi-san,4.5,149,23,4,1,3,Sumitomo Corporation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
255,Katana Maidens -Tomoshibi,2,"Notre monde est sous la menace continuelle de créatures surnaturelles appelées Aradama. Seules les Toji, des prêtresses du sabre, peuvent les repousser. Elles int…",https://www.crunchyroll.com/fr/katana-maidens-tomoshibi,3.5,2,0,2,0,1,Genco,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,Katana Maidens ~ Mini Toji,11,La vie au quotidien des élèves de cinq écoles formant de futures prêtresses qui combattent des créatures surnaturelles au sein d'une brigade spéciale de la police…,https://www.crunchyroll.com/fr/katana-maidens-mini-toji,5.0,2,0,0,0,0,Genco,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Katana Maidens ~ Toji No Miko,25,"Notre monde est sous la menace continuelle de créatures surnaturelles appelées Aradama. Seules les Toji, des prêtresses du sabre, peuvent les repousser. Elles int…",https://www.crunchyroll.com/fr/katana-maidens-toji-no-miko,4.0,20,12,7,5,0,Genco,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,Keep Your Hands Off Eizouken!,12,Midori Asakura est en première année de lycée et elle adore tellement l'animation qu'elle conceptualise tout ce qui l'entoure en dessin animé. Bien qu'elle dessin…,https://www.crunchyroll.com/fr/keep-your-hands-off-eizouken,5.0,149,7,3,3,2,Warner Japan,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
259,Keijo!!!!!!!!,12,Le keijo est le nom d’un sport où les participantes (toutes féminines) doivent faire tomber leurs adversaires en dehors d’une plate-forme flottant au milieu d’une…,https://www.crunchyroll.com/fr/keijo,4.0,151,44,23,11,26,Warner Japan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,Kemono Friends,24,"Le parc Japari est un gigantesque zoo dont le sable, de composition spéciale, permet à certaines créatures de prendre une forme humaine féminine. L’endroit attire…",https://www.crunchyroll.com/fr/kemono-friends,4.5,49,9,5,4,4,TV TOKYO,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,Kemono Incidents,24,"Depuis des temps immémoriaux, les êtres nommés Kemonos vivent parmi les humains, dissimulés dans l'ombre. Beaucoup d'entre eux se sont adaptés à l'évolution humai…",https://www.crunchyroll.com/fr/kemono-jihen,0.0,0,0,0,0,0,Bandai Visual,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262,Kenka Banchô Otome -Girl Beats Boys-,12,"Hinako a grandi seule, sans jamais connaître ses vrais parents. Un jour, elle rencontre un garçon qui prétend être son frère jumeau, Hikaru. Comme ils se ressembl…",https://www.crunchyroll.com/fr/kenka-bancho-otome-girl-beats-boys-,4.0,26,12,12,8,3,EMON,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
263,Keppeki Danshi! Aoyama-kun,12,Aoyama est un jeune génie du foot qui joue en milieu de terrain dans l’équipe nationale du Japon des moins de 16 ans. Mais ce garçon est un maniaque de la propret…,https://www.crunchyroll.com/fr/clean-freak-aoyama-kun,3.5,17,8,10,4,6,PONY CANYON INC.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,Kiitarô Shônen no Yôkai Enikki,12,"Kiitarô a toujours possédé un sixième sens très puissant lui permettant de voir les fantômes et autres esprits (yôkai). Ainsi, il parle avec Yuki Onna, la femme d…",https://www.crunchyroll.com/fr/kiitaros-yokai-picture-diary,4.5,5,2,0,0,1,DMM Corporation,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265,KING OF PRISM -Shiny Seven Stars-,12,"Ils sont jeunes et ils aspirent tous à devenir les rois de la pop. Kôji, Hiro et Kazuki du groupe Over The Rainbow ont quitté la fameuse agence Edel Rose qui les …",https://www.crunchyroll.com/fr/king-of-prism-shiny-seven-stars-,4.5,9,1,0,0,2,Avex,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
266,KINMOZA!,24,"Shinobu Ômiya est une Japonaise de 15 ans qui a vécu au Royaume-Uni quand elle était à l'école primaire. Un jour, une lettre lui annonce la venue au Japon d'Alice…",https://www.crunchyroll.com/fr/kinmoza,4.5,31,6,4,1,1,Showgate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,Kino's Journey -the Beautiful World- the Animated Series,12,"Kino est un jeune aventurier qui parcourt le monde sur sa moto, Hermes, avec laquelle il échange ses impressions. Son périple l’amène à traverser des contrées aux…",https://www.crunchyroll.com/fr/kinos-journey-the-beautiful-world-the-animated-series,4.5,109,23,6,5,2,NBC Universal,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
268,KIRA KIRA☆PRETTY CURE A LA MODE,49,"Ichika Usami adore les sucreries ! Pour fêter le retour de sa mère d'un voyage à l'étranger, elle se lance dans la confection d'un gâteau. Tandis que la jeune fil…",https://www.crunchyroll.com/fr/kira-kirapretty-cure-a-la-mode,4.5,10,5,0,1,0,Toei Animation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269,Kiratto Pri☆chan,51,PriChan est un système permettant à chacun de devenir une idole. Toutes les jeunes filles rêvent ainsi de lancer leur propre chaîne afin de devenir l'une des péti…,https://www.crunchyroll.com/fr/kiratto-prichan,5.0,7,0,0,0,0,ADK,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
270,Kiyo in Kyoto: From the Maiko House,12,"Kiyo et Sumire sont deux amies d'enfance originaires de la préfecture d'Aomori, au nord du Japon. Elles sont venues jusqu'à Kyoto dans l'espoir de devenir maiko, …",https://www.crunchyroll.com/fr/kiyo-in-kyoto-from-the-maiko-house,5.0,10,0,0,0,0,NHKEnterprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
271,Koikimo,12,"Ryô Amakusa, un homme célibataire et bon à marier, cherche à séduire Ichika, la meilleure amie de sa jeune sœur. Mais bien que la jeune fille repousse fermement s…",https://www.crunchyroll.com/fr/koikimo,4.0,57,16,5,3,14,Starry Cube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
272,Komori-san wa Kotowarenai!,13,"Shuri Komori est une ravissante jeune fille de 15 ans. Elle est si jolie que tout le monde la sollicite. Et comme elle ne sait pas refuser, elle fait tout ce qu'e…",https://www.crunchyroll.com/fr/komori-san-cant-decline,3.5,7,8,15,4,3,CIPR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
273,Konbini Kareshi,12,"C’est le printemps, moment où les élèves entament une nouvelle année scolaire. Haruki et Towa entrent au lycée. Nasa retrouve son club de cuisine dont il est le s…",https://www.crunchyroll.com/fr/convenience-store-boy-friends,3.5,19,10,14,6,5,Dentsu Tec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
274,"Kono Danshi, Mahô Ga Oshigoto Desu",4,"Chiharu est un sorcier très occupé, chargé de gérer les crises liées à la magie. Pour se détendre, il aime passer du temps dans son bar préféré. C’est là qu’il fa…",https://www.crunchyroll.com/fr/this-boy-is-a-professional-wizard,4.5,27,15,5,0,0,CoMixWave Films,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,Konohana Kitan,12,"Yuzu est une jeune apprentie recrutée pour travailler à Konohatei, une auberge réputée pour ses sources chaudes et tenue par des esprits-renards ayant l'apparence…",https://www.crunchyroll.com/fr/konohana-kitan,4.5,47,8,4,3,0,Genco,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
276,KOWABON,13,"Vous ne le savez pas, mais notre monde est rempli de caméras. Et leurs ""yeux"" ont vu des choses dont vous ignoriez l'existence... …",https://www.crunchyroll.com/fr/kowabon,4.0,6,2,2,1,0,KBC,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
277,Kuma Kuma Kuma Bear,12,"Yuna est une adolescente qui profite pleinement de sa vie de recluse et qui passe son temps à jouer au VRMMORPG, « World Fantasy Online ». Un jour, alors qu'elle …",https://www.crunchyroll.com/fr/kuma-kuma-kuma-bear,4.0,0,1,0,0,0,Kadokawa Pictures Inc.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
278,Kyousougiga,13,Voici l’histoire de la famille Takayamadera en charge de Miroir-Ville au temps où un nombre incalculable de mondes se côtoyaient et où la frontière séparant les h…,https://www.crunchyroll.com/fr/kyousougiga,4.5,72,11,3,1,1,Toei Animation,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
